elapsed_sec,best_cost,improvement_pct
0.73,14965.498,
2.18,14741.7669,
3.66,14620.0928,
5.15,14597.7338,
6.91,14576.6242,
8.04,14562.0218,
10.95,14550.0316,
14.11,14542.4052,
16.72,14533.8668,
19.35,14228.2724,
21.99,14219.2092,
24.86,14211.7502,
26.73,14083.9453,
30.38,13951.6063,
34.72,13947.2446,
38.72,13943.0536,
43.79,13940.5853,
51.35,13940.5853,
